File Date,11/30/2017
NPA_ID,type_of_code,        ASSIGNABLE,EXPLANATION,RESERVED,ASSIGNED,ASSIGNMENT_DT,USE,LOCATION,COUNTRY,IN_SERVICE,IN_SERVICE_DT,STATUS,PLANNING_LETTERS,"NOTES",OVERLAY,OVERLAY_COMPLEX,PARENT_NPA_ID,SERVICE,TIME_ZONE,AREA_SERVED,MAP,IN_JEOPARDY,RELIEF_PLANNING_IN_PROGRESS,HOME_NPA_LOCAL_CALLS,HOME_NPA_TOLL_CALLS,FOREIGN_NPA_LOCAL_CALLS,FOREIGN_NPA_TOLL_CALLS,PERM_HNPA_LOCAL_CALLS,PERM_HNPA_TOLL_CALLS,PERM_HNPA_FOREIGN_LOCAL_CALLS,"DIALING_PLAN_NOTES"
659,General Purpose Code,Yes,,No,Yes,12-APR-01,G,AL,US,N,,,289 284,"",Yes,205/659,205,,C,,284,No,No,10D,1+10D,1+10D,1+10D,NA,NA,NA,""
660,General Purpose Code,Yes,,No,Yes,28-JUL-97,G,MO,US,Y,12-OCT-97,,077,"",No,,816,,C,,,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
661,General Purpose Code,Yes,,No,Yes,12-FEB-98,G,CA,US,Y,13-FEB-99,,111,"",No,,805,,P,,,No,No,7D,7D,1+10D,1+10D,1+10D,1+10D,NA,""
662,General Purpose Code,Yes,,No,Yes,18-SEP-98,G,MS,US,Y,19-APR-99,Active,166,"",No,,601,,C,,,No,Yes,7D,1+10D,10D,1+10D,NA,NA,NA,""
663,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
664,General Purpose Code,Yes,,No,Yes,,G,MONTSERRAT,MONTSERRAT,Y,01-JUL-96,,IL96/04-010,"",No,,809,,A,,,No,No,7D,1+10D,NA,1+10D,NA,NA,NA,""
665,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
666,Easily Recognizable Code,Yes,,No,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
667,General Purpose Code,Yes,,No,Yes,03-JAN-01,G,MD,US,Y,24-MAR-12,,427 266,"",Yes,410/443/667,443,,E,,427,No,No,10D,1+10D,10D,1+10D,1+10D,NA,1+10D,""
668,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
669,General Purpose Code,Yes,,No,Yes,20-NOV-98,G,CA,US,Y,20-NOV-12,,430 206 149,"",Yes,408/669,408,,P,,430,No,No,1+10D,1+10D,1+10D,1+10D,NA,NA,NA,""
670,General Purpose Code,Yes,,No,Yes,04-SEP-96,G,CNMI,US,Y,01-JUL-97,,010,"",No,,,,(UTC+10),,,No,No,7D,1+10D,NA,1+10D,NA,NA,NA,""
671,General Purpose Code,Yes,,No,Yes,05-AUG-96,G,GU,US,Y,01-JUL-97,,004,"",No,,,,(UTC+10),,,No,No,7D,1+10D,NA,1+10D,NA,NA,NA,""
672,General Purpose Code,Yes,,Yes,No,,G,,CANADA,N,,,,"",No,,,,,,,No,No,,,,,,,,""
673,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
674,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
675,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
676,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
677,Easily Recognizable Code,Yes,,Yes,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
678,General Purpose Code,Yes,,No,Yes,21-NOV-97,G,GA,US,Y,06-JAN-98,,223 102,"",Yes,404/470/678/770,770,,E,,,No,No,10D,1+10D,10D,1+10D,1+10D,NA,1+10D,""
679,General Purpose Code,Yes,,No,Yes,02-SEP-99,G,MI,US,N,,Active,227 209,"",Yes,313/679,313,,E,,,No,Yes,10D,1+10D,10D,1+10D,10D,NA,NA,""
680,General Purpose Code,Yes,,No,Yes,17-JUL-15,G,NY,US,Y,11-MAR-17,,485,"",Yes,315/680,315,,E,,485,No,No,10D,10D,1+10D,1+10D,1+10D,1+10D,NA,""
681,General Purpose Code,Yes,,No,Yes,30-JAN-08,G,WV,US,Y,28-MAR-09,,375,"",Yes,304/681,304,,E,,375,No,No,10D,1+10D,10D,1+10D,1+10D,NA,1+10D,""
682,General Purpose Code,Yes,,No,Yes,22-JAN-00,G,TX,US,Y,07-OCT-00,,219,"",Yes,682/817,817,,C,,219,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
683,General Purpose Code,Yes,,Yes,No,,G,,CANADA,N,,,,"",No,,,,,,,No,No,,,,,,,,""
684,General Purpose Code,Yes,,No,Yes,24-JAN-03,G,AS,US,Y,02-OCT-04,,330,"",No,,,,,,330,No,No,7D,NA,NA,1+10D,NA,NA,NA,"Effective with completion of transition to NANP"
685,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
686,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
687,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
688,Easily Recognizable Code,Yes,,Yes,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
689,General Purpose Code,Yes,,No,Yes,26-MAR-02,G,FL,US,N,,Suspended,325 323,"",Yes,407/689,407,,E,,323,No,Yes,10D,1+10D,10D,1+10D,NA,NA,NA,"Dial ECS calls as 1+10D"
690,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
691,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
692,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
693,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
694,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
695,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
696,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
697,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
698,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
699,Easily Recognizable Code,No,Expansion Code,No,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
700,Easily Recognizable Code,Yes,,No,Yes,01-JAN-84,N,NANP AREA,,Y,01-JAN-84,,SR83/10-076,"Interexchange Carrier Services",No,,,Interexchange Carrier Services,E,,,No,No,NA,NA,NA,NA,NA,NA,NA,""
701,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,ND,US,Y,01-JAN-47,,,"",No,,,,CM,,,No,No,7D,1+10D,7D,1+10D,NA,NA,NA,""
702,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,NV,US,Y,01-JAN-47,,445,"",Yes,702/725,,,P,,,No,No,10D,1+10D,1+10D,1+10D,NA,NA,NA,""
703,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,VA,US,Y,01-JAN-47,,177,"",Yes,571/703,,,E,,177,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
704,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,NC,US,Y,01-JAN-47,,256 229 204 179,"",Yes,704/980,,,E,,229,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
705,General Purpose Code,Yes,,No,Yes,01-JAN-57,G,ONTARIO,CANADA,Y,01-JAN-57,,414 398R1 398,"",Yes,249/705,,,E,,398,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
706,General Purpose Code,Yes,,No,Yes,03-MAY-92,G,GA,US,Y,03-MAY-92,,356 353 352 351 348 346 288,"",Yes,706/762,404,,E,,346,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
707,General Purpose Code,Yes,,No,Yes,01-JAN-59,G,CA,US,Y,01-JAN-59,,421 238 210 159,"",No,,415,,P,,,No,No,7D,7D,1+10D,1+10D,1+10D,1+10D,NA,""
708,General Purpose Code,Yes,,No,Yes,04-APR-88,G,IL,US,Y,11-NOV-89,,195 IL89/04-028,"",Yes,464/708,312,,C,,,No,No,7D,1+10D,1+10D,1+10D,NA,NA,NA,""
709,General Purpose Code,Yes,,No,Yes,01-JAN-62,G,NEWFOUNDLAND AND LABRADOR,CANADA,Y,01-JAN-62,Active,503,"",Yes,709/879,,,NA,,503,No,Yes,7D,1+10D,NA,1+10D,NA,NA,NA,""
710,General Purpose Code,Yes,,No,Yes,01-JAN-84,N,,US,Y,01-JAN-84,,465 172 IL-94/01-002,"US Government",No,,,US Government,E,,,No,No,NA,NA,NA,NA,NA,NA,NA,""
711,Easily Recognizable Code,No,N11 Code,No,No,,,,,N,,,,"",,,,,,,,,No,,,,,,,,""
712,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,IA,US,Y,01-JAN-47,,,"",No,,,,C,,,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
713,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,TX,US,Y,01-JAN-47,,,"",Yes,281/346/713/832,,,C,,,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
714,General Purpose Code,Yes,,No,Yes,01-JAN-51,G,CA,US,Y,01-JAN-51,,368 206 169 137,"",Yes,657/714,213,,P,,,No,No,1+10D,1+10D,1+10D,1+10D,NA,NA,NA,""
715,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,WI,US,Y,01-JAN-47,,384,"",Yes,534/715,,,C,,,No,No,10D,1+10D,10D,1+10D,1+10D,NA,1+10D,""
716,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,NY,US,Y,01-JAN-47,Active,162,"",No,,,,E,,,No,Yes,7D,7D,1+10D,1+10D,NA,NA,NA,""
717,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,PA,US,Y,01-JAN-47,,501 500,"",Yes,717/223,,,E,,501,No,No,10D,10D,1+10D,1+10D,1+10D,1+10D,NA,"All calls within and between the 717 and 223 NPAs can be dialed as 10D or 1+10D.  Calls to other NPAs must be dialed as 1+10D."
718,General Purpose Code,Yes,,No,Yes,06-APR-84,G,NY,US,Y,01-SEP-84,,402 314,"",Yes,347/718/917/929,212,,E,,,No,No,1+10D,1+10D,1+10D,1+10D,10D,NA,NA,""
719,General Purpose Code,Yes,,No,Yes,27-MAR-87,G,CO,US,Y,05-MAR-88,,IL87/03-045,"",No,,303,,M,,,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
720,General Purpose Code,Yes,,No,Yes,03-MAR-98,G,CO,US,Y,01-JUN-98,,117,"",Yes,303/720,303,,M,,,No,No,10D,1+10D,10D,1+10D,1+10D,NA,1+10D,""
721,General Purpose Code,Yes,,No,Yes,30-SEP-09,G,SINT MAARTEN,SINT MAARTEN,Y,30-SEP-11,,434 429 423 418 404 396,"",No,,,,A,,396,No,No,7D,NA,NA,1+10D,NA,NA,NA,""
722,Easily Recognizable Code,Yes,,No,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
723,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
724,General Purpose Code,Yes,,No,Yes,23-SEP-97,G,PA,US,Y,01-FEB-98,,281 091,"",Yes,724/878,412,,E,,,No,No,10D,10D,(see note),(see note),1+10D,NA,1+10D,"All calls within and between NPAs 412 and 724 and 878 can be dialed as 10D or 1+10D.  Calls to other NPAs must be dialed as 1+10D."
725,General Purpose Code,Yes,,No,Yes,15-NOV-12,G,NV,US,Y,03-JUN-14,,445,"",Yes,702/725,702,,P,,,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
726,General Purpose Code,Yes,,No,Yes,20-JUL-16,G,TX,US,Y,23-OCT-17,,495,"",Yes,210/726,210,,C,,495,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
727,General Purpose Code,Yes,,No,Yes,06-JAN-98,G,FL,US,Y,01-JUL-98,,133 121 109,"",No,,813,,E,,,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
728,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
729,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
730,General Purpose Code,Yes,,No,Yes,21-APR-05,G,IL,US,N,,Active,,"",Yes,618/730,618,,C,,,No,Yes,10D,NA,NA,NA,,,,""
731,General Purpose Code,Yes,,No,Yes,17-AUG-00,G,TN,US,Y,12-FEB-01,,247,"",No,,901,,C,,247,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,"Note that some local calls may require dialing 10D or 1+10D depending on area and service provider."
732,General Purpose Code,Yes,,No,Yes,23-JAN-97,G,NJ,US,Y,01-JUN-97,,277 150 037,"",Yes,732/848,908,,E,,277,No,No,10D,10D,1+10D,1+10D,1+10D,NA,1+10D,"Calls between the 732 and 848 NPAs may be dialed as 10D."
733,Easily Recognizable Code,Yes,,No,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
734,General Purpose Code,Yes,,No,Yes,30-MAY-97,G,MI,US,Y,13-DEC-97,,066,"",Yes,679/734,313,,E,,,No,No,7D,1+10D,10D,1+10D,10D,NA,NA,""
735,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
736,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
737,General Purpose Code,Yes,,No,Yes,25-APR-00,G,TX,US,Y,01-JUL-13,Active,438 276 233,"",Yes,512/737,512,,C,,,No,Yes,10D,1+10D,10D,1+10D,NA,NA,NA,""
738,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
739,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
740,General Purpose Code,Yes,,No,Yes,11-SEP-98,G,OH,US,Y,06-DEC-97,,471 462 101,"",Yes,740/220,614,,E,,471,No,No,10D,1+10D,10D,1+10D,1+10D,NA,1+10D,"Carriers must provide permissive 1+10D dialing for Foreign NPA Local Calls in areas where they provide optional EAS"
741,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
742,General Purpose Code,Yes,,Yes,No,,G,,CANADA,N,,,,"",No,,,,,,,No,No,,,,,,,,""
743,General Purpose Code,Yes,,No,Yes,13-AUG-14,G,NC,US,Y,23-MAY-16,,475 469,"",Yes,336/743,336,,E,,475 469,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
744,Easily Recognizable Code,Yes,,No,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
745,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
746,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
747,General Purpose Code,Yes,,No,Yes,26-OCT-99,G,CA,US,Y,18-MAY-09,,378,"",Yes,747/818,818,,P,,378,No,No,1+10D,1+10D,1+10D,1+10D,NA,NA,NA,""
748,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
749,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
750,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
751,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
752,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
753,General Purpose Code,Yes,,Yes,No,,G,,CANADA,N,,,,"",No,,,,,,,No,No,,,,,,,,""
754,General Purpose Code,Yes,,No,Yes,20-NOV-00,G,FL,US,Y,01-AUG-01,,321 318 291,"",Yes,754/954,954,,E,,,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
755,Easily Recognizable Code,Yes,,No,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
756,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
757,General Purpose Code,Yes,,No,Yes,29-FEB-96,G,VA,US,Y,01-JUL-96,,IL96/02-013,"",No,,804,,E,,,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
758,General Purpose Code,Yes,,No,Yes,,G,ST. LUCIA,ST. LUCIA,Y,01-JUL-96,,IL96/04-014 IL96/05-004,"",No,,809,,A,,,No,No,7D,1+10D,NA,1+10D,NA,NA,NA,""
759,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
760,General Purpose Code,Yes,,No,Yes,22-APR-96,G,CA,US,Y,22-MAR-97,,381 377 238 194 160 IL96/04-009,"",Yes,442/760,619,,P,,,No,No,1+10D,1+10D,1+10D,1+10D,NA,NA,NA,""
761,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
762,General Purpose Code,Yes,,No,Yes,24-JUN-05,G,GA,US,Y,16-MAY-06,,356 353 352 351 348 346,"",Yes,706/762,706,,E,,,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
763,General Purpose Code,Yes,,No,Yes,22-JUL-99,G,MN,US,Y,27-FEB-00,,200,"",No,,612,,C,,,No,No,7D,1+10D,10D,1+10D,1+10D,NA,1+10D,""
764,General Purpose Code,Yes,,Yes,No,,G,,US,N,,,,"",No,,,,,,,No,No,TBD,TBD,TBD,TBD,TBD,TBD,TBD,""
765,General Purpose Code,Yes,,No,Yes,03-SEP-96,G,IN,US,Y,01-FEB-97,Active,009,"",No,,317,,E,,,No,Yes,7D,1+10D,10D,1+10D,NA,NA,NA,""
766,Easily Recognizable Code,Yes,,No,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
767,General Purpose Code,Yes,,No,Yes,,G,DOMINICA,DOMINICA,Y,01-OCT-97,,003,"",No,,809,,A,,,No,No,7D,1+10D,NA,1+10D,NA,NA,NA,""
768,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
769,General Purpose Code,Yes,,No,Yes,05-MAR-04,G,MS,US,Y,14-MAR-05,,335,"",Yes,601/769,601,,C,,,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
770,General Purpose Code,Yes,,No,Yes,22-JUN-95,G,GA,US,Y,01-AUG-95,,IL95/06-008,"",Yes,470/678/770,404,,E,,,No,No,10D,1+10D,10D,1+10D,1+10D,NA,1+10D,""
771,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
772,General Purpose Code,Yes,,No,Yes,25-AUG-01,G,FL,US,Y,11-FEB-02,,311,"",No,,561,,E,,311,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,"All ECS calls directed to a presubscribed carrier will be dialed as 1+10D (PL 311)"
773,General Purpose Code,Yes,,No,Yes,29-FEB-96,G,IL,US,Y,12-OCT-96,Active,392 390 195 IL96/02-014 IL96/06-003,"",Yes,773/872,312,,C,,,No,Yes,1+10D,1+10D,1+10D,1+10D,NA,NA,NA,""
774,General Purpose Code,Yes,,No,Yes,03-MAY-00,G,MA,US,Y,02-MAY-01,,234,"",Yes,508/774,508,,E,,234,No,No,10D,1+10D,10D,1+10D,1+10D,1+10D,NA,""
775,General Purpose Code,Yes,,No,Yes,25-MAR-98,G,NV,US,Y,12-DEC-98,,118,"",No,,702,,P,,,No,No,7D,1+10D,1+10D,1+10D,1+10D,NA,NA,""
776,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
777,Easily Recognizable Code,Yes,,No,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
778,General Purpose Code,Yes,,No,Yes,17-AUG-00,G,BRITISH COLUMBIA,CANADA,Y,03-NOV-01,,450 428 361 246,"",Yes,236/604/778 236/250/778,604,,P,,361,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
779,General Purpose Code,Yes,,No,Yes,06-FEB-04,G,IL,US,Y,17-MAR-07,,354,"",Yes,779/815,815,,C,,,No,No,1+10D,1+10D,1+10D,1+10D,NA,NA,NA,""
780,General Purpose Code,Yes,,No,Yes,,G,ALBERTA,CANADA,Y,18-MAY-99,,374 364 176 148 084,"",Yes,403/587/780,403,,M,,,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
781,General Purpose Code,Yes,,No,Yes,16-JUN-97,G,MA,US,Y,01-SEP-97,,234 122 104 095 069,"",Yes,339/781,617,,E,,234,No,No,10D,1+10D,10D,1+10D,1+10D,1+10D,NA,""
782,General Purpose Code,Yes,,No,Yes,04-OCT-12,G,NOVA SCOTIA - PRINCE EDWARD ISLAND,CANADA,Y,30-NOV-14,,460R1 454,"",Yes,782/902,902,,A,,460R1,No,No,10D,1+10D,NA,1+10D,NA,NA,NA,""
783,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
784,General Purpose Code,Yes,,No,Yes,,G,ST. VINCENT & GRENADINES,ST. VINCENT & GRENADINES,Y,01-JUN-98,,103,"",No,,809,,A,,,No,No,7D,1+10D,NA,1+10D,NA,NA,NA,""
785,General Purpose Code,Yes,,No,Yes,24-APR-97,G,KS,US,Y,20-JUL-97,,053,"",No,,913,,CM,,,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
786,General Purpose Code,Yes,,No,Yes,,G,FL,US,Y,01-MAR-98,,468  287 116,"",Yes,305/786,305,,E,,468,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
787,General Purpose Code,Yes,,No,Yes,,G,PUERTO RICO,US,Y,01-MAR-96,,259 236 IL95/12-005,"",Yes,787/939,809,,A,,236,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
788,Easily Recognizable Code,Yes,,No,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
789,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
790,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
791,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
792,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
793,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
794,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
795,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
796,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
797,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
798,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
799,Easily Recognizable Code,No,Expansion Code,No,No,,,,,N,,,,"",,,,,,,,,No,,,,,,,,""
800,Easily Recognizable Code,Yes,,No,Yes,01-JAN-66,N,NANP AREA,,Y,01-JAN-66,,,"Toll-free",No,800/888/877/866/855/844/833,,Toll-Free,E,,,No,No,NA,NA,NA,NA,NA,NA,NA,""
801,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,UT,US,Y,01-JAN-47,,366 363 337 326 308 248 231,"",Yes,385/801,,,M,,231,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
802,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,VT,US,Y,01-JAN-47,,,"",No,,,,E,,,No,No,7D,1+10D,1+10D,1+10D,NA,NA,NA,""
803,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,SC,US,Y,01-JAN-47,Active,,"",No,,,,E,,,No,Yes,7D,1+10D,10D,1+10D,NA,NA,NA,""
804,General Purpose Code,Yes,,No,Yes,24-JUN-73,G,VA,US,Y,24-JUN-73,Active,GL72/07-005,"",No,,,,E,,,No,Yes,7D,1+10D,10D,1+10D,NA,NA,NA,""
805,General Purpose Code,Yes,,No,Yes,01-JAN-57,G,CA,US,Y,01-JAN-57,Active,509,"",Yes,805/820,213,,P,,509,No,Yes,7D,7D,1+10D,1+10D,1+10D,1+10D,NA,""
806,General Purpose Code,Yes,,No,Yes,01-JAN-57,G,TX,US,Y,01-JAN-57,,,"",No,,,,C,,,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
807,General Purpose Code,Yes,,No,Yes,01-JAN-62,G,ONTARIO,CANADA,Y,01-JAN-62,,,"",No,,,,EC,,,No,No,7D,1+10D,NA,1+10D,NA,NA,NA,""
808,General Purpose Code,Yes,,No,Yes,01-JAN-57,G,HI,US,Y,01-JAN-57,,220,"",No,,,,(UTC-10),,,No,No,7D,1+10D,NA,1+10D,NA,NA,NA,""
809,General Purpose Code,Yes,,No,Yes,01-JAN-58,G,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Y,01-JAN-58,Active,387R1 345 338,"",Yes,809/829/849,,,E,,,No,Yes,10D,1+10D,10D,1+10D,NA,NA,NA,""
810,General Purpose Code,Yes,,No,Yes,,G,MI,US,Y,01-DEC-93,,282 221 192 178,"",No,,313,,E,,,No,No,7D,1+10D,10D,1+10D,10D,NA,NA,""
811,Easily Recognizable Code,No,N11 Code,No,No,,,,,N,,,,"",,,,,,,,,No,,,,,,,,""
812,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,IN,US,Y,01-JAN-47,,470 457,"",Yes,812/930,,,EC,,470,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
813,General Purpose Code,Yes,,No,Yes,01-JAN-53,G,FL,US,Y,01-JAN-53,,,"",No,,,,E,,,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
814,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,PA,US,Y,01-JAN-47,,,"",No,,,,E,,,No,No,7D,7D,1+10D,1+10D,NA,NA,NA,""
815,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,IL,US,Y,01-JAN-47,,354,"",Yes,815/779,,,C,,,No,No,1+10D,1+10D,1+10D,1+10D,NA,NA,NA,""
816,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,MO,US,Y,01-JAN-47,Suspended,304 280 262,"",Yes,816/975,,,C,,,No,Yes,7D,1+10D,10D,1+10D,NA,NA,NA,""
817,General Purpose Code,Yes,,No,Yes,01-JAN-53,G,TX,US,Y,01-JAN-53,,219 186,"",Yes,682/817,,,C,,,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
818,General Purpose Code,Yes,,No,Yes,07-JAN-84,G,CA,US,Y,07-JAN-84,,378 130,"",Yes,747/818,213,,P,,378,No,No,1+10D,1+10D,1+10D,1+10D,NA,NA,NA,""
819,General Purpose Code,Yes,,No,Yes,01-JAN-57,G,QUEBEC,CANADA,Y,01-JAN-57,Active,425 405 355,"",Yes,819/873,,,E,,405,No,Yes,10D,1+10D,1+10D,1+10D,NA,NA,NA,""
820,General Purpose Code,Yes,,No,Yes,25-MAY-17,G,CA,US,N,20-JUN-18,Active,509,"",Yes,805/820,805,,P,,509,No,Yes,1+10D,1+10D,1+10D,1+10D,NA,NA,NA,""
